DOI,Filename,Article Title,Authors,Source,Research Area,Publication Date,Times Cited,publisher,is-referenced-by-count,container-title,subject,crossref-data,is_oa,journal_is_oa,oa_status
10.1038/ncomms4821,OA 2013-2017.csv,Extending Noether's theorem by quantifying the asymmetry of quantum states,"Marvian, Iman; Spekkens, Robert W.",NATURE COMMUNICATIONS,"MULTIDISCIPLINARY SCIENCES; PHYSICS, MULTIDISCIPLINARY",2014,90,Springer Science and Business Media LLC,100,Nature Communications,"General Biochemistry, Genetics and Molecular Biology;General Physics and Astronomy;General Chemistry",True,True,False,bronze
10.1093/mnras/sts493,OA 2013-2017.csv,CFHTLenS: testing the laws of gravity with tomographic weak lensing and redshift-space distortions,"Simpson, Fergus; Heymans, Catherine; Parkinson, David; Blake, Chris; Kilbinger, Martin",MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,ASTRONOMY & ASTROPHYSICS,2013,90,Oxford University Press (OUP),97,Monthly Notices of the Royal Astronomical Society,Space and Planetary Science;Astronomy and Astrophysics,True,True,False,bronze
10.1093/mnras/stt259,OA 2013-2017.csv,The abundance of (not just) dark matter haloes,"Sawala, Till; Frenk, Carlos S.; Crain, Robert A.; Jenkins, Adrian; Schaye, Joop",MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,ASTRONOMY & ASTROPHYSICS,2013,89,Oxford University Press (OUP),91,Monthly Notices of the Royal Astronomical Society,,True,True,False,bronze
10.3945/ajcn.114.083238,OA 2013-2017.csv,Performance of the Automated Self-Administered 24-hour Recall relative to a measure of true intakes and to an interviewer-administered 24-h recall,"Kirkpatrick, Sharon I.; Subar, Amy F.; Douglass, Deirdre; Zimmerman, Thea P.; Thompson, Frances E.",AMERICAN JOURNAL OF CLINICAL NUTRITION,NUTRITION & DIETETICS,2014,88,Oxford University Press (OUP),106,The American Journal of Clinical Nutrition,,True,True,False,bronze
10.1136/bjsports-2013-093218,OA 2013-2017.csv,"2014 Female Athlete Triad Coalition Consensus Statement on Treatment and Return to Play of the Female Athlete Triad: 1st International Conference held in San Francisco, California, May 2012 and 2nd International Conference held in Indianapolis, Indiana, May 2013","De Souza, Mary Jane; Nattiv, Aurelia; Joy, Elizabeth; Misra, Madhusmita; Williams, Nancy I.",BRITISH JOURNAL OF SPORTS MEDICINE,SPORT SCIENCES,2014,88,BMJ,137,British Journal of Sports Medicine,,True,True,False,bronze
10.1103/PhysRevD.87.104017,OA 2013-2017.csv,Thermodynamic volumes and isoperimetric inequalities for de Sitter black holes,"Dolan, Brian P.; Kastor, David; Kubiznak, David; Mann, Robert B.; Traschen, Jennie",PHYSICAL REVIEW D,"PHYSICS, PARTICLES & FIELDS; ASTRONOMY & ASTROPHYSICS",2013,87,American Physical Society (APS),79,Physical Review D,,True,True,False,hybrid
10.15252/msb.20145379,OA 2013-2017.csv,Emergence of robust growth laws from optimal regulation of ribosome synthesis,"Scott, Matthew; Klumpp, Stefan; Mateescu, Eduard M.; Hwa, Terence",MOLECULAR SYSTEMS BIOLOGY,BIOCHEMISTRY & MOLECULAR BIOLOGY,2014,86,EMBO,103,Molecular Systems Biology,,True,True,True,gold
10.1016/j.gca.2015.02.025,OA 2013-2017.csv,Uranium and molybdenum isotope evidence for an episode of widespread ocean oxygenation during the late Ediacaran Period,"Kendall, Brian; Komiya, Tsuyoshi; Lyons, Timothy W.; Bates, Steve M.; Gordon, Gwyneth W.",GEOCHIMICA ET COSMOCHIMICA ACTA,GEOCHEMISTRY & GEOPHYSICS,2015,86,Elsevier BV,99,Geochimica et Cosmochimica Acta,,True,True,False,green
10.1038/ncomms6718,OA 2013-2017.csv,High quality-factor optical nanocavities in bulk single-crystal diamond,"Burek, Michael J.; Chu, Yiwen; Liddy, Madelaine S. Z.; Patel, Parth; Rochman, Jake",NATURE COMMUNICATIONS,"PHYSICS, APPLIED; MULTIDISCIPLINARY SCIENCES",2014,85,Springer Science and Business Media LLC,99,Nature Communications,"General Biochemistry, Genetics and Molecular Biology;General Physics and Astronomy;General Chemistry",True,True,False,bronze
10.1039/c3ta14590e,"OA 2013-2017.csv,OA other 2013-2017.csv",High-efficiency hybrid solar cells by nanostructural modification in PEDOT:PSS with co-solvent addition,"Thomas, Joseph Palathinkal; Zhao, Liyan; McGillivray, Donald; Leung, Kam Tong",JOURNAL OF MATERIALS CHEMISTRY A,"MATERIALS SCIENCE, MULTIDISCIPLINARY; ENERGY & FUELS; CHEMISTRY, PHYSICAL",2014,85,Royal Society of Chemistry (RSC),93,Journal of Materials Chemistry A,,True,True,False,hybrid
10.1002/2013WR013725,OA 2013-2017.csv,Surface-subsurface model intercomparison: A first set of benchmark results to diagnose integrated hydrology and feedbacks,"Maxwell, Reed M.; Putti, Mario; Meyerhoff, Steven; Delfs, Jens-Olaf; Ferguson, Ian M.",WATER RESOURCES RESEARCH,LIMNOLOGY; WATER RESOURCES; ENVIRONMENTAL SCIENCES,2014,84,American Geophysical Union (AGU),100,Water Resources Research,,True,True,False,green
10.1038/srep01378,OA 2013-2017.csv,High yield production and purification of few layer graphene by Gum Arabic assisted physical sonication,"Chabot, Victor; Kim, Brian; Sloper, Brent; Tzoganakis, Costas; Yu, Aiping",SCIENTIFIC REPORTS,"MULTIDISCIPLINARY SCIENCES; MATERIALS SCIENCE, MULTIDISCIPLINARY",2013,84,Springer Science and Business Media LLC,107,Scientific Reports,Multidisciplinary,True,True,True,gold
10.1093/mnras/stt109,OA 2013-2017.csv,Why does the environmental influence on group and cluster galaxies extend beyond the virial radius?,"Bahe, Yannick M.; McCarthy, Ian G.; Balogh, Michael L.; Font, Andreea S.",MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,ASTRONOMY & ASTROPHYSICS,2013,83,Oxford University Press (OUP),99,Monthly Notices of the Royal Astronomical Society,,True,True,False,bronze
10.1021/acs.nanolett.6b01897,OA 2013-2017.csv,Multispectral Chiral Imaging with a Metalens,"Khorasaninejad, M.; Chen, W. T.; Zhu, A. Y.; Oh, J.; Devlin, R. C.",NANO LETTERS,"CHEMISTRY, PHYSICAL; NANOSCIENCE & NANOTECHNOLOGY; PHYSICS, APPLIED; PHYSICS, CONDENSED MATTER; CHEMISTRY, MULTIDISCIPLINARY; MATERIALS SCIENCE, MULTIDISCIPLINARY",2016,82,American Chemical Society (ACS),101,Nano Letters,,True,True,False,hybrid
10.1126/sciadv.1501258,OA 2013-2017.csv,Broadband and chiral binary dielectric meta-holograms,"Khorasaninejad, Mohammadreza; Ambrosio, Antonio; Kanhaiya, Pritpal; Capasso, Federico",SCIENCE ADVANCES,MULTIDISCIPLINARY SCIENCES,2016,82,American Association for the Advancement of Science (AAAS),99,Science Advances,,True,True,True,gold
10.1093/mnras/stt276,OA 2013-2017.csv,CFHTLenS tomographic weak lensing: quantifying accurate redshift distributions,"Benjamin, Jonathan; Van Waerbeke, Ludovic; Heymans, Catherine; Kilbinger, Martin; Erben, Thomas",MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,ASTRONOMY & ASTROPHYSICS,2013,82,Oxford University Press (OUP),86,Monthly Notices of the Royal Astronomical Society,,True,True,False,bronze
10.1186/s12889-015-1733-2,OA 2013-2017.csv,The increasing burden and complexity of multimorbidity,"Pefoyo, Anna J. Kone; Bronskill, Susan E.; Gruneir, Andrea; Calzavara, Andrew; Thavorn, Kednapa",BMC PUBLIC HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",2015,81,Springer Nature,92,BMC Public Health,"Public Health, Environmental and Occupational Health",True,True,True,gold
10.1371/journal.pone.0056176,OA 2013-2017.csv,Influenza Forecasting with Google Flu Trends,"Dugas, Andrea Freyer; Jalalpour, Mehdi; Gel, Yulia; Levin, Scott; Torcaso, Fred",PLOS ONE,"MULTIDISCIPLINARY SCIENCES; PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",2013,81,Public Library of Science (PLoS),101,PLoS ONE,,True,True,True,gold
10.1103/PhysRevB.90.174302,OA 2013-2017.csv,Quantum quenches in the many-body localized phase,"Serbyn, Maksym; Papic, Z.; Abanin, D. A.",PHYSICAL REVIEW B,"PHYSICS, APPLIED; MATERIALS SCIENCE, MULTIDISCIPLINARY; PHYSICS, CONDENSED MATTER",2014,80,American Physical Society (APS),87,Physical Review B,,True,True,False,green
10.1093/mnras/stu934,OA 2013-2017.csv,3D cosmic shear: cosmology from CFHTLenS,"Kitching, T. D.; Heavens, A. F.; Alsing, J.; Erben, T.; Heymans, C.",MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,ASTRONOMY & ASTROPHYSICS,2014,79,Oxford University Press (OUP),81,Monthly Notices of the Royal Astronomical Society,,True,True,False,bronze
10.1088/0004-637X/784/1/7,OA 2013-2017.csv,TESTING THE NO-HAIR THEOREM WITH EVENT HORIZON TELESCOPE OBSERVATIONS OF SAGITTARIUS A,"Broderick, Avery E.; Johannsen, Tim; Loeb, Abraham; Psaltis, Dimitrios",ASTROPHYSICAL JOURNAL,ASTRONOMY & ASTROPHYSICS,2014,79,IOP Publishing,97,The Astrophysical Journal,,True,True,False,bronze
10.1086/691697,OA 2013-2017.csv,Contemporary Guidance for Stated Preference Studies,"Johnston, Robert J.; Boyle, Kevin J.; Adamowicz, Wiktor (Vic); Bennett, Jeff; Brouwer, Roy",JOURNAL OF THE ASSOCIATION OF ENVIRONMENTAL AND RESOURCE ECONOMISTS,ECONOMICS; ENVIRONMENTAL STUDIES,2017,79,University of Chicago Press,81,Journal of the Association of Environmental and Resource Economists,,True,True,False,green
10.1007/JHEP01(2015)121,OA 2013-2017.csv,Einstein-Yang-Mills scattering amplitudes from scattering equations,"Cachazo, Freddy; He, Song; Yuan, Ellis Ye",JOURNAL OF HIGH ENERGY PHYSICS,"PHYSICS, PARTICLES & FIELDS",2015,79,Springer Nature,90,Journal of High Energy Physics,,True,True,True,gold
10.1088/1367-2630/15/3/033001,OA 2013-2017.csv,"The theory of manipulations of pure state asymmetry: I. Basic tools, equivalence classes and single copy transformations","Marvian, Iman; Spekkens, Robert W.",NEW JOURNAL OF PHYSICS,"PHYSICS, MULTIDISCIPLINARY",2013,78,IOP Publishing,91,New Journal of Physics,,True,True,True,gold
10.1002/smll.201302182,OA 2013-2017.csv,Controlling Mechanical Properties of Cell-Laden Hydrogels by Covalent Incorporation of Graphene Oxide,"Cha, Chaenyung; Shin, Su Ryon; Gao, Xiguang; Annabi, Nasim; Dokmeci, Mehmet R.",SMALL,"PHYSICS, CONDENSED MATTER; CHEMISTRY, PHYSICAL; NANOSCIENCE & NANOTECHNOLOGY; MATERIALS SCIENCE, MULTIDISCIPLINARY; PHYSICS, APPLIED; CHEMISTRY, MULTIDISCIPLINARY",2014,78,Wiley,100,Small,,True,True,False,green
10.1093/mnras/stt490,OA 2013-2017.csv,"Radiative efficiency, variability and Bondi accretion on to massive black holes: the transition from radio AGN to quasars in brightest cluster galaxies","Russell, H. R.; McNamara, B. R.; Edge, A. C.; Hogan, M. T.; Main, R. A.",MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,ASTRONOMY & ASTROPHYSICS,2013,78,Oxford University Press (OUP),81,Monthly Notices of the Royal Astronomical Society,,True,True,False,bronze
10.1080/03066150.2013.875536,OA 2013-2017.csv,"Financialization, distance and global food politics","Clapp, Jennifer",JOURNAL OF PEASANT STUDIES,Development Studies; ANTHROPOLOGY,2014,77,Informa UK Limited,109,The Journal of Peasant Studies,,True,True,False,green
10.1021/ac403762s,OA 2013-2017.csv,Ultrasensitive DNAzyme Beacon for Lanthanides and Metal Speciation,"Huang, Po-Jung Jimmy; Lin, Jenny; Cao, Jing; Vazin, Mahsa; Liu, Juewen",ANALYTICAL CHEMISTRY,"CHEMISTRY, ANALYTICAL",2014,77,American Chemical Society (ACS),89,Analytical Chemistry,,True,True,False,hybrid
10.1109/TCNS.2015.2459391,OA 2013-2017.csv,Breaking the Hierarchy: Distributed Control and Economic Optimality in Microgrids,"Dorfler, Florian; Simpson-Porco, John W.; Bullo, Francesco",IEEE TRANSACTIONS ON CONTROL OF NETWORK SYSTEMS,"AUTOMATION & CONTROL SYSTEMS; COMPUTER SCIENCE, INFORMATION SYSTEMS",2016,75,Institute of Electrical and Electronics Engineers (IEEE),92,IEEE Transactions on Control of Network Systems,,True,True,False,hybrid
10.1001/jama.2014.4952,OA 2013-2017.csv,Kidney Function After Off-Pump or On-Pump Coronary Artery Bypass Graft Surgery A Randomized Clinical Trial,"Garg, Amit X.; Devereaux, P. J.; Yusuf, Salim; Cuerden, Meaghan S.; Parikh, Chirag R.",JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,"MEDICINE, GENERAL & INTERNAL; UROLOGY & NEPHROLOGY",2014,75,American Medical Association (AMA),75,JAMA,,True,True,False,bronze
10.1021/cr4004067,OA 2013-2017.csv,Developments in the Biomimetic Chemistry of Cubane-Type and Higher Nuclearity Iron-Sulfur Clusters,"Lee, Sonny C.; Lo, Wayne; Holm, R. H.",CHEMICAL REVIEWS,"CHEMISTRY, MULTIDISCIPLINARY",2014,73,American Chemical Society (ACS),91,Chemical Reviews,,True,True,False,green
10.1089/fpd.2013.1704,OA 2013-2017.csv,Global Incidence of Human Shiga Toxin-Producing Escherichia coli Infections and Deaths: A Systematic Review and Knowledge Synthesis,"Majowicz, Shannon E.; Scallan, Elaine; Jones-Bitton, Andria; Sargeant, Jan M.; Stapleton, Jackie",FOODBORNE PATHOGENS AND DISEASE,FOOD SCIENCE & TECHNOLOGY,2014,72,Mary Ann Liebert Inc,92,Foodborne Pathogens and Disease,,True,True,False,green
10.1038/srep01546,OA 2013-2017.csv,Core-shell silicon nanowire solar cells,"Adachi, M. M.; Anantram, M. P.; Karim, K. S.",SCIENTIFIC REPORTS,"MULTIDISCIPLINARY SCIENCES; PHYSICS, APPLIED",2013,71,Springer Science and Business Media LLC,83,Scientific Reports,Multidisciplinary,True,True,True,gold
10.3390/en7042027,OA 2013-2017.csv,Stochastic Modeling and Optimization in a Microgrid: A Survey,"Liang, Hao; Zhuang, Weihua",ENERGIES,ENERGY & FUELS,2014,71,MDPI AG,79,Energies,,True,True,True,gold
10.1103/RevModPhys.89.015002,OA 2013-2017.csv,Entropic uncertainty relations and their applications,"Coles, Patrick J.; Berta, Mario; Tomamichel, Marco; Wehner, Stephanie",REVIEWS OF MODERN PHYSICS,"PHYSICS, MULTIDISCIPLINARY",2017,71,American Physical Society (APS),94,Reviews of Modern Physics,,True,True,False,hybrid
10.1093/mnras/stt971,OA 2013-2017.csv,CFHTLenS: mapping the large-scale structure with gravitational lensing,"Van Waerbeke, L.; Benjamin, J.; Erben, T.; Heymans, C.; Hildebrandt, H.",MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,ASTRONOMY & ASTROPHYSICS,2013,70,Oxford University Press (OUP),70,Monthly Notices of the Royal Astronomical Society,,True,True,False,bronze
10.1016/j.ancene.2015.09.004,"OA 2013-2017.csv,OA other 2013-2017.csv",Land system science and sustainable development of the earth system: A global land project perspective,"Verburg, Peter H.; Crossman, Neville; Ellis, Erle C.; Heinimann, Andreas; Hostert, Patrick",ANTHROPOCENE,"GEOGRAPHY, PHYSICAL; GEOSCIENCES, MULTIDISCIPLINARY; ENVIRONMENTAL SCIENCES",2015,69,Elsevier BV,104,Anthropocene,,True,True,False,hybrid
10.1016/j.aei.2015.01.001,"OA 2013-2017.csv,OA other 2013-2017.csv",State of research in automatic as-built modelling,"Patraucean, Viorica; Armeni, Iro; Nahangi, Mohammad; Yeung, Jamie; Brilakis, Ioannis",ADVANCED ENGINEERING INFORMATICS,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE; ENGINEERING, MULTIDISCIPLINARY",2015,69,Elsevier BV,92,Advanced Engineering Informatics,,True,True,False,hybrid
10.1056/NEJMoa1503734,OA 2013-2017.csv,Fish Oil-Derived Fatty Acids in Pregnancy and Wheeze and Asthma in Offspring,"Bisgaard, Hans; Stokholm, Jakob; Chawes, Bo L.; Vissing, Nadja H.; Bjarnadottir, Elin",NEW ENGLAND JOURNAL OF MEDICINE,"MEDICINE, GENERAL & INTERNAL",2016,69,Massachusetts Medical Society,108,New England Journal of Medicine,,True,True,False,green
10.1002/rog.20004,OA 2013-2017.csv,"Enhanced chemical weathering as a geoengineering strategy to reduce atmospheric carbon dioxide, supply nutrients, and mitigate ocean acidification","Hartmann, Jens; West, A. Joshua; Renforth, Phil; Koehler, Peter; De La Rocha, Christina L.",REVIEWS OF GEOPHYSICS,GEOCHEMISTRY & GEOPHYSICS,2013,69,American Geophysical Union (AGU),89,Reviews of Geophysics,,True,True,False,bronze
10.1038/nature14243,OA 2013-2017.csv,Pathogen-secreted proteases activate a novel plant immune pathway,"Cheng, Zhenyu; Li, Jian-feng; Niu, Yajie; Zhang, Xue-Cheng; Woody, Owen Z.",NATURE,MULTIDISCIPLINARY SCIENCES; PLANT SCIENCES,2015,69,Springer Science and Business Media LLC,85,Nature,Multidisciplinary,True,True,False,green
10.1093/mnras/stv276,OA 2013-2017.csv,"The galaxy-halo connection from a joint lensing, clustering and abundance analysis in the CFHTLenS/VIPERS field","Coupon, J.; Arnouts, S.; Van Waerbeke, L.; Moutard, T.; Ilbert, O.",MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,ASTRONOMY & ASTROPHYSICS,2015,68,Oxford University Press (OUP),79,Monthly Notices of the Royal Astronomical Society,,True,True,False,bronze
10.1128/AEM.01451-14,"OA 2013-2017.csv,OA other 2013-2017.csv",Evaluating Bias of Illumina-Based Bacterial 16S rRNA Gene Profiles,"Kennedy, Katherine; Hall, Michael W.; Lynch, Michael D. J.; Moreno-Hagelsieb, Gabriel; Neufeld, Josh D.",APPLIED AND ENVIRONMENTAL MICROBIOLOGY,BIOTECHNOLOGY & APPLIED MICROBIOLOGY; MICROBIOLOGY,2014,68,American Society for Microbiology,87,Applied and Environmental Microbiology,,True,True,False,green
10.1093/mnras/stu2367,OA 2013-2017.csv,CFHTLenS: co-evolution of galaxies and their dark matter haloes,"Hudson, Michael J.; Gillis, Bryan R.; Coupon, Jean; Hildebrandt, Hendrik; Erben, Thomas",MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,ASTRONOMY & ASTROPHYSICS,2015,68,Oxford University Press (OUP),76,Monthly Notices of the Royal Astronomical Society,,True,True,False,bronze
10.1103/PhysRevLett.112.250501,OA 2013-2017.csv,Ultrafast and Fault-Tolerant Quantum Communication across Long Distances,"Muralidharan, Sreraman; Kim, Jungsang; Luetkenhaus, Norbert; Lukin, Mikhail D.; Jiang, Liang",PHYSICAL REVIEW LETTERS,"PHYSICS, MULTIDISCIPLINARY",2014,68,American Physical Society (APS),86,Physical Review Letters,,True,True,False,green
10.1021/am4018863,OA 2013-2017.csv,Attaching DNA to Nanoceria: Regulating Oxidase Activity and Fluorescence Quenching,"Pautler, Rachel; Kelly, Erin Y.; Huang, Po-Jung Jimmy; Cao, Jing; Liu, Biwu",ACS APPLIED MATERIALS & INTERFACES,"MATERIALS SCIENCE, MULTIDISCIPLINARY; NANOSCIENCE & NANOTECHNOLOGY",2013,68,American Chemical Society (ACS),79,ACS Applied Materials & Interfaces,,True,True,False,green
10.1007/JHEP09(2014)080,OA 2013-2017.csv,Multiple reentrant phase transitions and triple points in Lovelock thermodynamics,"Frassino, Antonia M.; Kubiznak, David; Mann, Robert B.; Simovic, Fil",JOURNAL OF HIGH ENERGY PHYSICS,"PHYSICS, PARTICLES & FIELDS",2014,68,Springer Nature,90,Journal of High Energy Physics,,True,True,True,gold
10.1088/0004-637X/773/1/57,OA 2013-2017.csv,TESTING THE NO-HAIR THEOREM WITH OBSERVATIONS IN THE ELECTROMAGNETIC SPECTRUM. IV. RELATIVISTICALLY BROADENED IRON LINES,"Johannsen, Tim; Psaltis, Dimitrios",ASTROPHYSICAL JOURNAL,ASTRONOMY & ASTROPHYSICS,2013,68,IOP Publishing,76,The Astrophysical Journal,,True,True,False,bronze
10.1038/NPHYS2492,OA 2013-2017.csv,Three-photon energy-time entanglement,"Shalm, L. K.; Hamel, D. R.; Yan, Z.; Simon, C.; Resch, K. J.",NATURE PHYSICS,"PHYSICS, MULTIDISCIPLINARY",2013,67,Springer Science and Business Media LLC,78,Nature Physics,General Physics and Astronomy,True,True,False,green
10.1021/acscentsci.5b00267,OA 2013-2017.csv,A Highly Active Low Voltage Redox Mediator for Enhanced Rechargeability of Lithium-Oxygen Batteries,"Kundu, Dipan; Black, Robert; Adams, Brian; Nazar, Linda F.",ACS CENTRAL SCIENCE,"CHEMISTRY, MULTIDISCIPLINARY",2015,67,American Chemical Society (ACS),84,ACS Central Science,,True,True,True,gold
10.1186/1472-6920-14-181,OA 2013-2017.csv,A novel integration of online and flipped classroom instructional models in public health higher education,"Galway, Lindsay P.; Corbett, Kitty K.; Takaro, Timothy K.; Tairyan, Kate; Frank, Erica",BMC MEDICAL EDUCATION,"EDUCATION & EDUCATIONAL RESEARCH; EDUCATION, SCIENTIFIC DISCIPLINES",2014,67,Springer Nature,57,BMC Medical Education,,True,True,True,gold
10.1073/pnas.1505629112,OA 2013-2017.csv,Long-circulating siRNA nanoparticles for validating Prohibitin1-targeted non-small cell lung cancer treatment,"Zhu, XI; Xu, Yingjie; Solis, Luisa M.; Tao, Wei; Wang, Liangzhe",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,MULTIDISCIPLINARY SCIENCES,2015,66,Proceedings of the National Academy of Sciences,71,Proceedings of the National Academy of Sciences,,True,True,False,bronze
10.1016/j.nuclphysb.2015.03.014,OA 2013-2017.csv,Remnant for all black objects due to gravity's rainbow,"Ali, Ahmed Farag; Faizal, Mir; Khalil, Mohammed M.",NUCLEAR PHYSICS B,"PHYSICS, PARTICLES & FIELDS",2015,66,Elsevier BV,73,Nuclear Physics B,,True,True,True,gold
