DOI,publisher,is-referenced-by-count,container-title,subject
10.1214/13-STS456,Institute of Mathematical Statistics,33,Statistical Science,
10.1177/0309133314536583,SAGE Publications,32,Progress in Physical Geography: Earth and Environment,
10.1016/j.gsf.2012.11.005,Elsevier BV,28,Geoscience Frontiers,General Earth and Planetary Sciences
10.1080/14888386.2012.725338,Informa UK Limited,32,Biodiversity,Ecology;Global and Planetary Change;Nature and Landscape Conservation
10.1088/0034-4885/77/4/046601,IOP Publishing,34,Reports on Progress in Physics,
10.1016/j.ijepes.2014.01.034,Elsevier BV,33,International Journal of Electrical Power & Energy Systems,Electrical and Electronic Engineering;Energy Engineering and Power Technology
10.1111/gcb.12872,Wiley,30,Global Change Biology,
10.1016/S2352-3026(16)00020-X,Elsevier BV,37,The Lancet Haematology,
10.1080/09669582.2014.953544,Informa UK Limited,25,Journal of Sustainable Tourism,
10.1016/j.jtos.2014.12.004,Elsevier BV,31,The Ocular Surface,
10.1111/jmg.12117,Wiley,30,Journal of Metamorphic Geology,
10.1016/j.soilbio.2015.02.034,Elsevier BV,31,Soil Biology and Biochemistry,
10.1016/j.geoderma.2012.10.003,Elsevier BV,26,Geoderma,Soil Science
10.1016/j.cct.2014.05.012,Elsevier BV,31,Contemporary Clinical Trials,
10.1002/hyp.9879,Wiley,29,Hydrological Processes,
10.1038/nphys3484,Springer Science and Business Media LLC,32,Nature Physics,General Physics and Astronomy
10.1111/obr.12281,Wiley,26,Obesity Reviews,
10.1007/s10009-013-0291-0,Springer Science and Business Media LLC,19,International Journal on Software Tools for Technology Transfer,Software;Information Systems
10.4155/bio.13.35,Future Science Ltd,27,Bioanalysis,"General Pharmacology, Toxicology and Pharmaceutics;Analytical Chemistry;Clinical Biochemistry;Medical Laboratory Technology;General Medicine"
10.2105/AJPH.2012.300878,American Public Health Association,32,American Journal of Public Health,"Public Health, Environmental and Occupational Health"
10.1021/la501962n,American Chemical Society (ACS),29,Langmuir,
10.1016/j.geomorph.2015.06.020,Elsevier BV,29,Geomorphology,
10.1038/nphoton.2012.342,Springer Nature,28,Nature Photonics,"Atomic and Molecular Physics, and Optics;Electronic, Optical and Magnetic Materials"
10.1056/NEJMp1311461,Massachusetts Medical Society,24,New England Journal of Medicine,
10.1177/1715163513504528,SAGE Publications,22,Canadian Pharmacists Journal / Revue des Pharmaciens du Canada,Pharmaceutical Science
10.1109/MM.2015.42,Institute of Electrical and Electronics Engineers (IEEE),19,IEEE Micro,Hardware and Architecture;Electrical and Electronic Engineering;Software
10.1038/nbt.2467,Springer Science and Business Media LLC,24,Nature Biotechnology,Biotechnology;Molecular Medicine;Applied Microbiology and Biotechnology;Bioengineering;Biomedical Engineering
10.1088/2058-7058/26/03/37,IOP Publishing,22,Physics World,
10.4086/toc.2016.v012a003,Theory of Computing Exchange,26,Theory of Computing,
10.1021/ac502627w,American Chemical Society (ACS),26,Analytical Chemistry,
10.1051/0004-6361/201322400,EDP Sciences,24,Astronomy & Astrophysics,Space and Planetary Science;Astronomy and Astrophysics
10.1093/ntr/ntt212,Oxford University Press (OUP),26,Nicotine & Tobacco Research,"Public Health, Environmental and Occupational Health"
10.1088/0022-3727/47/7/073001,IOP Publishing,26,Journal of Physics D: Applied Physics,
10.3758/s13423-014-0683-5,Springer Science and Business Media LLC,20,Psychonomic Bulletin & Review,Experimental and Cognitive Psychology;Arts and Humanities (miscellaneous);Developmental and Educational Psychology
10.1002/job.1963,Wiley,19,Journal of Organizational Behavior,
10.5964/jspp.v1i1.36,Leibniz-Institute for Psychology Information (ZPID),28,Journal of Social and Political Psychology,
10.1111/medu.12509,Wiley,32,Medical Education,
10.1016/j.jaad.2013.01.031,Elsevier BV,23,Journal of the American Academy of Dermatology,Dermatology
10.1239/aap/1386857857,Cambridge University Press (CUP),14,Advances in Applied Probability,Statistics and Probability;Applied Mathematics
10.1364/AO.54.007366,The Optical Society,22,Applied Optics,
10.1186/s40900-016-0038-7,Springer Nature,19,Research Involvement and Engagement,
10.1186/s40249-015-0043-3,Springer Nature,19,Infectious Diseases of Poverty,
10.1109/TMTT.2014.2361345,Institute of Electrical and Electronics Engineers (IEEE),13,IEEE Transactions on Microwave Theory and Techniques,
10.1038/ncomms6184,Springer Science and Business Media LLC,24,Nature Communications,"General Biochemistry, Genetics and Molecular Biology;General Physics and Astronomy;General Chemistry"
10.1021/ma3023525,American Chemical Society (ACS),20,Macromolecules,Inorganic Chemistry;Organic Chemistry;Materials Chemistry;Polymers and Plastics
10.1002/0471140856.tx0105s56,"John Wiley & Sons, Inc.",13,Current Protocols in Toxicology,
10.1108/CI-12-2012-0063,Emerald,16,Construction Innovation,
10.1093/ntr/ntv228,Oxford University Press (OUP),28,Nicotine & Tobacco Research,
10.1016/j.jaip.2014.11.006,Elsevier BV,25,The Journal of Allergy and Clinical Immunology: In Practice,
10.1021/acs.jpcc.5b07521,American Chemical Society (ACS),26,The Journal of Physical Chemistry C,
10.1007/s11626-013-9720-3,Springer Science and Business Media LLC,21,In Vitro Cellular & Developmental Biology - Animal,Developmental Biology;Cell Biology;General Medicine
10.3389/fnhum.2015.00117,Frontiers Media SA,19,Frontiers in Human Neuroscience,
10.1007/s12630-012-9879-1,Springer Science and Business Media LLC,21,Canadian Journal of Anesthesia/Journal canadien d'anesthésie,Anesthesiology and Pain Medicine;General Medicine
10.1016/j.envres.2014.02.005,Elsevier BV,19,Environmental Research,
10.1016/j.sleep.2016.04.003,Elsevier BV,15,Sleep Medicine,
10.1038/ncomms4863,Springer Science and Business Media LLC,20,Nature Communications,"General Biochemistry, Genetics and Molecular Biology;General Physics and Astronomy;General Chemistry"
10.1007/978-3-319-13075-0_36,Springer International Publishing,15,Algorithms and Computation;Lecture Notes in Computer Science,
10.1186/2055-5784-1-4,Springer Nature,22,Pilot and Feasibility Studies,
10.1021/acsami.5b01252,American Chemical Society (ACS),19,ACS Applied Materials & Interfaces,
10.1021/es504984q,American Chemical Society (ACS),18,Environmental Science & Technology,
10.1093/analys/ant092,Oxford University Press (OUP),9,Analysis,
10.1098/rstb.2013.0029,The Royal Society,20,Philosophical Transactions of the Royal Society B: Biological Sciences,"General Biochemistry, Genetics and Molecular Biology;General Agricultural and Biological Sciences"
10.1007/s13668-016-0182-6,Springer Nature,24,Current Nutrition Reports,
10.1109/MS.2016.60,Institute of Electrical and Electronics Engineers (IEEE),17,IEEE Software,Software
10.1080/00223891.2015.1044604,Informa UK Limited,18,Journal of Personality Assessment,
10.1109/JSSC.2015.2399451,Institute of Electrical and Electronics Engineers (IEEE),17,IEEE Journal of Solid-State Circuits,
10.1042/BSE0560149,Portland Press Ltd.,19,Essays In Biochemistry,Biochemistry;Molecular Biology
10.1016/j.autneu.2014.10.012,Elsevier BV,18,Autonomic Neuroscience,
10.1021/acs.chemmater.5b00672,American Chemical Society (ACS),18,Chemistry of Materials,
10.1090/noti1139,American Mathematical Society (AMS),18,Notices of the American Mathematical Society,
10.1371/journal.pone.0130012,Public Library of Science (PLoS),17,PLOS ONE,
10.1016/j.enpol.2015.06.008,Elsevier BV,19,Energy Policy,"General Energy;Management, Monitoring, Policy and Law"
10.1109/MCOM.2014.6917410,Institute of Electrical and Electronics Engineers (IEEE),15,IEEE Communications Magazine,
10.18666/jlr-2013-v45-i5-4363,Informa UK Limited,13,Journal of Leisure Research,
10.1080/1350486X.2013.820524,Informa UK Limited,31,Applied Mathematical Finance,
10.1136/tobaccocontrol-2012-050496,BMJ,14,Tobacco Control,"Public Health, Environmental and Occupational Health;Health(social science)"
10.1080/16078055.2014.903723,Informa UK Limited,19,World Leisure Journal,
10.1161/JAHA.114.000901,Ovid Technologies (Wolters Kluwer Health),14,Journal of the American Heart Association,
10.1137/130908245,Society for Industrial & Applied Mathematics (SIAM),14,SIAM Journal on Computing,
10.1037/xge0000226,American Psychological Association (APA),16,Journal of Experimental Psychology: General,
10.1080/08946566.2014.995869,Informa UK Limited,18,Journal of Elder Abuse & Neglect,
10.1016/j.sab.2015.01.009 Technical note,Elsevier BV,21,Spectrochimica Acta Part B: Atomic Spectroscopy,
10.1016/j.pmedr.2015.02.015,Elsevier BV,15,Preventive Medicine Reports,
10.1111/j.1502-3885.2012.00308.x,Wiley,16,Boreas,"Archaeology;Geology;Ecology, Evolution, Behavior and Systematics"
10.1310/sci1904-245,Thomas Land Publishers,14,Topics in Spinal Cord Injury Rehabilitation,
10.1016/j.jlumin.2014.01.073,Elsevier BV,15,Journal of Luminescence,"Biophysics;Atomic and Molecular Physics, and Optics;Biochemistry;General Chemistry;Condensed Matter Physics"
10.1097/OPX.0000000000000069,Ovid Technologies (Wolters Kluwer Health),14,Optometry and Vision Science,
10.1007/s13157-014-0623-1,Springer Science and Business Media LLC,17,Wetlands,Ecology;General Environmental Science;Environmental Chemistry
10.1080/24694452.2016.1191325,Informa UK Limited,13,Annals of the American Association of Geographers,
10.1021/acssuschemeng.6b01674,American Chemical Society (ACS),17,ACS Sustainable Chemistry & Engineering,
10.1177/1368430212468170,SAGE Publications,11,Group Processes & Intergroup Relations,Arts and Humanities (miscellaneous);Cultural Studies;Sociology and Political Science;Communication;Social Psychology
10.1090/S0002-9947-2014-05878-9,American Mathematical Society (AMS),12,Transactions of the American Mathematical Society,
10.1021/acs.jpcc.5b03765,American Chemical Society (ACS),16,The Journal of Physical Chemistry C,
10.1021/acs.cgd.5b01438,American Chemical Society (ACS),17,Crystal Growth & Design,
10.1038/nmat4568,Springer Nature,17,Nature Materials,Mechanical Engineering;General Materials Science;Mechanics of Materials;General Chemistry;Condensed Matter Physics
10.3727/152599515X14229071393025,"Cognizant, LLC",8,Event Management,
10.1007/s40070-013-0019-0,Springer Science and Business Media LLC,12,EURO Journal on Decision Processes,
10.1017/S2040174415007862,Cambridge University Press (CUP),18,Journal of Developmental Origins of Health and Disease,Medicine (miscellaneous)
10.1002/hyp.9967,Wiley,13,Hydrological Processes,Water Science and Technology
10.14430/arctic4416,The Arctic Institute of North America,9,ARCTIC,
10.1007/978-1-4471-4911-8_9,Springer London,9,Lecture Notes in Energy;Electrocatalysis in Fuel Cells,
10.1109/LGRS.2013.2279872,Institute of Electrical and Electronics Engineers (IEEE),11,IEEE Geoscience and Remote Sensing Letters,Geotechnical Engineering and Engineering Geology;Electrical and Electronic Engineering
10.5101/nbe.v6i1.p31-39,OAhost,6,Nano Biomedicine and Engineering,
10.1007/s10994-015-5535-7,Springer Science and Business Media LLC,10,Machine Learning,Software;Artificial Intelligence
10.1109/LAWP.2015.2457832,Institute of Electrical and Electronics Engineers (IEEE),12,IEEE Antennas and Wireless Propagation Letters,
10.1016/j.laa.2015.03.024,Elsevier BV,8,Linear Algebra and its Applications,Geometry and Topology;Algebra and Number Theory;Numerical Analysis;Discrete Mathematics and Combinatorics
10.1089/acm.2014.0091,Mary Ann Liebert Inc,16,The Journal of Alternative and Complementary Medicine,
10.1016/j.gee.2016.05.003,Elsevier BV,15,Green Energy & Environment,
10.1167/iovs.14-14096,Association for Research in Vision and Ophthalmology (ARVO),10,Investigative Opthalmology & Visual Science,
10.1090/S0025-5718-2012-02625-1,American Mathematical Society (AMS),14,Mathematics of Computation,Algebra and Number Theory;Applied Mathematics;Computational Mathematics
10.1016/j.optom.2013.02.002,Elsevier BV,15,Journal of Optometry,
10.7155/jgaa.00289,Journal of Graph Algorithms and Applications,9,Journal of Graph Algorithms and Applications,
10.1021/es403767y,American Chemical Society (ACS),9,Environmental Science & Technology,
10.1504/IJFIP.2013.058611,Inderscience Publishers,16,International Journal of Foresight and Innovation Policy,
10.1007/s00202-012-0273-3,Springer Science and Business Media LLC,12,Electrical Engineering,General Engineering;Electrical and Electronic Engineering;Applied Mathematics
10.1371/journal.pcbi.1003244,Public Library of Science (PLoS),16,PLoS Computational Biology,
10.1186/2050-3385-2-13,Springer Nature,11,Animal Biotelemetry,
10.3389/fpsyg.2015.00556,Frontiers Media SA,17,Frontiers in Psychology,
10.7448/IAS.18.1.20024,Wiley,13,Journal of the International AIDS Society,
10.1038/nnano.2015.74,Springer Science and Business Media LLC,12,Nature Nanotechnology,"Electrical and Electronic Engineering;General Materials Science;Atomic and Molecular Physics, and Optics;Bioengineering;Condensed Matter Physics;Biomedical Engineering"
10.1080/21551197.2014.927302,Informa UK Limited,12,Journal of Nutrition in Gerontology and Geriatrics,
10.1310/sci2004-302,Thomas Land Publishers,12,Topics in Spinal Cord Injury Rehabilitation,
10.4017/gt.2013.11.3.005.00,International Society for Gerontechnology (ISG),16,Gerontechnology,
10.1177/1715163513500208,SAGE Publications,9,Canadian Pharmacists Journal / Revue des Pharmaciens du Canada,
10.1016/j.jcjo.2013.02.014,Elsevier BV,9,Canadian Journal of Ophthalmology,Ophthalmology;General Medicine
10.1080/14927713.2013.801152,Informa UK Limited,13,Leisure/Loisir,"Tourism, Leisure and Hospitality Management;Geography, Planning and Development"
10.1177/1715163513506369,SAGE Publications,10,Canadian Pharmacists Journal / Revue des Pharmaciens du Canada,
10.1080/1350486X.2012.755817,Informa UK Limited,16,Applied Mathematical Finance,Finance;Applied Mathematics
10.1016/j.pmedr.2016.07.005,Elsevier BV,9,Preventive Medicine Reports,"Public Health, Environmental and Occupational Health;Health Informatics"
10.1007/978-3-319-13560-1,Springer International Publishing,3,Lecture Notes in Computer Science,
10.1089/jwh.2014.4912,Mary Ann Liebert Inc,14,Journal of Women's Health,
10.1016/j.engfracmech.2015.09.007,Elsevier BV,13,Engineering Fracture Mechanics,
10.1016/j.petlm.2015.07.008,Elsevier BV,11,Petroleum,
10.1080/20430795.2015.1008736,Informa UK Limited,17,Journal of Sustainable Finance & Investment,
10.1016/j.ifacol.2016.07.830,Elsevier BV,10,IFAC-PapersOnLine,
10.1109/TDEI.2014.6832234,Institute of Electrical and Electronics Engineers (IEEE),7,IEEE Transactions on Dielectrics and Electrical Insulation,
10.1186/s12931-014-0160-8,Springer Nature,10,Respiratory Research,Pulmonary and Respiratory Medicine
10.3109/17538157.2014.907804,Informa UK Limited,10,Informatics for Health and Social Care,
10.1007/s11258-015-0485-5,Springer Science and Business Media LLC,12,Plant Ecology,Plant Science;Ecology
10.1021/acs.est.5b00949,American Chemical Society (ACS),11,Environmental Science & Technology,
10.1080/14927713.2013.803678,Informa UK Limited,17,Leisure/Loisir,"Tourism, Leisure and Hospitality Management;Geography, Planning and Development"
10.1080/20430795.2013.776259,Informa UK Limited,13,Journal of Sustainable Finance & Investment,
10.5334/ijic.1195,"Ubiquity Press, Ltd.",6,International Journal of Integrated Care,
10.1177/1468018116666153,SAGE Publications,9,Global Social Policy: An Interdisciplinary Journal of Public Policy and Social Development,
10.1561/0400000068,Now Publishers,8,Foundations and Trends® in Theoretical Computer Science,
10.1021/acs.inorgchem.6b01357,American Chemical Society (ACS),13,Inorganic Chemistry,
10.1111/jhn.12246,Wiley,9,Journal of Human Nutrition and Dietetics,
10.2528/PIERB15012506,EMW Publishing,10,Progress In Electromagnetics Research B,
10.1016/j.geodrs.2015.01.002,Elsevier BV,6,Geoderma Regional,
10.1080/08941920.2014.918232,Informa UK Limited,10,Society & Natural Resources,
10.1016/j.jmva.2015.01.006,Elsevier BV,15,Journal of Multivariate Analysis,"Statistics, Probability and Uncertainty;Statistics and Probability;Numerical Analysis"
10.1109/TAES.2013.6558003,Institute of Electrical and Electronics Engineers (IEEE),7,IEEE Transactions on Aerospace and Electronic Systems,
10.1080/14724049.2013.797427,Informa UK Limited,8,Journal of Ecotourism,"Tourism, Leisure and Hospitality Management;Geography, Planning and Development"
10.24033/asens.2207,Societe Mathematique de France,5,Annales scientifiques de l'École normale supérieure,
10.1007/s11663-013-9930-9,Springer Science and Business Media LLC,8,Metallurgical and Materials Transactions B,Materials Chemistry;Mechanics of Materials;Condensed Matter Physics;Metals and Alloys
10.1016/j.hcmf.2013.09.003,SAGE Publications,11,Healthcare Management Forum,Health Policy
10.1162/POSC_a_00131,MIT Press - Journals,10,Perspectives on Science,
10.1016/j.cbpa.2014.05.002,Elsevier BV,10,Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology,
10.1111/bor.12064,Wiley,11,Boreas,"Archaeology;Geology;Ecology, Evolution, Behavior and Systematics"
10.1080/10807039.2013.802633,Informa UK Limited,8,Human and Ecological Risk Assessment: An International Journal,"Ecological Modelling;Pollution;Health, Toxicology and Mutagenesis"
10.1080/10920277.2014.883233,Informa UK Limited,12,North American Actuarial Journal,"Statistics, Probability and Uncertainty;Economics and Econometrics;Statistics and Probability"
10.1016/j.btre.2014.09.005,Elsevier BV,9,Biotechnology Reports,
10.1002/etc.3063,Wiley,10,Environmental Toxicology and Chemistry,
10.1109/TIP.2015.2456638,Institute of Electrical and Electronics Engineers (IEEE),7,IEEE Transactions on Image Processing,
10.1021/acs.accounts.5b00534,American Chemical Society (ACS),9,Accounts of Chemical Research,
10.1007/s10669-014-9514-5,Springer Science and Business Media LLC,9,Environment Systems and Decisions,General Environmental Science
10.1128/genomeA.00790-14,American Society for Microbiology,8,Genome Announcements,
10.1002/14651858.CD011244,"John Wiley & Sons, Ltd",1,Cochrane Database of Systematic Reviews,
10.1371/journal.pone.0005433,Public Library of Science (PLoS),9,PLoS ONE,"General Biochemistry, Genetics and Molecular Biology;General Agricultural and Biological Sciences;General Medicine"
10.1243/0954411011533454,SAGE Publications,12,"Proceedings of the Institution of Mechanical Engineers, Part H: Journal of Engineering in Medicine",
10.1016/j.cis.2016.08.006,Elsevier BV,10,Advances in Colloid and Interface Science,
10.1016/j.jclepro.2015.03.017,Elsevier BV,9,Journal of Cleaner Production,
10.1098/rspb.2014.1069,The Royal Society,15,Proceedings of the Royal Society B: Biological Sciences,"General Biochemistry, Genetics and Molecular Biology;General Immunology and Microbiology;General Agricultural and Biological Sciences;General Environmental Science;General Medicine"
10.1080/21551197.2014.927306,Informa UK Limited,8,Journal of Nutrition in Gerontology and Geriatrics,
10.1239/jap/1409932674,Cambridge University Press (CUP),4,Journal of Applied Probability,"Statistics, Probability and Uncertainty;Statistics and Probability;General Mathematics"
10.1016/j.beproc.2012.10.005,Elsevier BV,8,Behavioural Processes,Animal Science and Zoology;Behavioral Neuroscience;General Medicine
10.1007/s10533-012-9754-8,Springer Science and Business Media LLC,8,Biogeochemistry,Earth-Surface Processes;Water Science and Technology;Environmental Chemistry
10.1080/13606719.2013.849503,Informa UK Limited,8,Managing Leisure,
10.1007/978-3-642-42001-6_7,Springer Berlin Heidelberg,6,Lecture Notes in Computer Science;‘,
10.1021/acs.analchem.5b00380,American Chemical Society (ACS),8,Analytical Chemistry,
10.1016/j.jenvman.2016.05.027,Elsevier BV,10,Journal of Environmental Management,"Environmental Engineering;Waste Management and Disposal;Management, Monitoring, Policy and Law;General Medicine"
10.1080/07011784.2014.914799,Informa UK Limited,6,Canadian Water Resources Journal / Revue canadienne des ressources hydriques,
10.1097/BPO.0000000000000312,Ovid Technologies (Wolters Kluwer Health),9,Journal of Pediatric Orthopaedics,
10.3390/fermentation1010113,MDPI AG,6,Fermentation,
10.1364/OPN.26.1.000044,The Optical Society,6,Optics and Photonics News,
10.1186/s13012-016-0504-5,Springer Nature,10,Implementation Science,
10.1017/S0305000914000178,Cambridge University Press (CUP),9,Journal of Child Language,Linguistics and Language;Experimental and Cognitive Psychology;General Psychology;Developmental and Educational Psychology;Language and Linguistics
10.3788/CJL201542.0403001,Shanghai Institute of Optics and Fine Mechanics,0,Chinese Journal of Lasers,
10.1039/c4ra13544j,Royal Society of Chemistry (RSC),9,RSC Advances,
10.1021/es5058538,American Chemical Society (ACS),9,Environmental Science & Technology,
10.4212/cjhp.v66i4.1269,Canadian Society of Hospital Pharmacists (CSHP),1,The Canadian Journal of Hospital Pharmacy,
10.1016/j.annals.2014.10.001,Elsevier BV,6,Annals of Tourism Research,
10.1016/bs.mcb.2014.10.010,Elsevier,9,Methods in Cell Biology;Biophysical Methods in Cell Biology,
10.1080/10871209.2013.801003,Informa UK Limited,8,Human Dimensions of Wildlife,"Management, Monitoring, Policy and Law;Nature and Landscape Conservation"
10.1123/jab.29.1.1,Human Kinetics,10,Journal of Applied Biomechanics,Biophysics;Rehabilitation;Orthopedics and Sports Medicine
10.1177/1715163514529740,SAGE Publications,9,Canadian Pharmacists Journal / Revue des Pharmaciens du Canada,
10.1007/s12132-013-9204-2,Springer Science and Business Media LLC,7,Urban Forum,"Geography, Planning and Development;Urban Studies"
10.5325/philrhet.46.4.0570,The Pennsylvania State University Press,5,Philosophy & Rhetoric,Philosophy
10.1039/c4cp01417k,Royal Society of Chemistry (RSC),8,Phys. Chem. Chem. Phys.,
10.1186/1471-2458-14-432,Springer Nature,8,BMC Public Health,
10.1080/14649357.2013.808833,Informa UK Limited,9,Planning Theory & Practice,"Geography, Planning and Development"
10.1177/0840470415581240,SAGE Publications,8,Healthcare Management Forum,Health Policy
10.1177/1932296814560395,SAGE Publications,7,Journal of Diabetes Science and Technology,
10.1002/wene.151,Wiley,4,Wiley Interdisciplinary Reviews: Energy and Environment,
10.2528/PIERC15071504,EMW Publishing,7,Progress In Electromagnetics Research C,
10.14778/2824032.2824109,VLDB Endowment,5,Proceedings of the VLDB Endowment,
10.1039/C6DT03804B,Royal Society of Chemistry (RSC),8,Dalton Transactions,
10.1109/MVT.2015.2447520,Institute of Electrical and Electronics Engineers (IEEE),3,IEEE Vehicular Technology Magazine,
10.3727/152599516X14640225219155,"Cognizant, LLC",3,Event Management,
10.1080/20430795.2014.887349,Informa UK Limited,8,Journal of Sustainable Finance & Investment,
10.3402/ijch.v73.25091,Informa UK Limited,7,International Journal of Circumpolar Health,
10.3103/S1055134415010010,Allerton Press,4,Siberian Advances in Mathematics,General Mathematics
10.1080/21551197.2014.927303,Informa UK Limited,7,Journal of Nutrition in Gerontology and Geriatrics,
10.1080/21551197.2014.927305,Informa UK Limited,7,Journal of Nutrition in Gerontology and Geriatrics,
10.12927/hcpol.2014.23929,Longwoods Publishing,2,Healthcare Policy | Politiques de Santé,
10.1088/0964-1726/24/2/025007,IOP Publishing,7,Smart Materials and Structures,
10.1007/s10903-012-9612-8,Springer Science and Business Media LLC,7,Journal of Immigrant and Minority Health,"Public Health, Environmental and Occupational Health;Epidemiology"
10.1016/j.ctcp.2013.10.004,Elsevier BV,8,Complementary Therapies in Clinical Practice,Complementary and alternative medicine
10.1007/s00265-014-1691-1,Springer Science and Business Media LLC,7,Behavioral Ecology and Sociobiology,"Animal Science and Zoology;Ecology, Evolution, Behavior and Systematics"
10.1111/ijag.12026,Wiley,6,International Journal of Applied Glass Science,
10.2316/Journal.205.2013.4.205-5981,ACTA Press,4,International Journal of Modelling and Simulation,
10.1016/j.cjca.2015.12.027,Elsevier BV,6,Canadian Journal of Cardiology,
10.1080/00207233.2016.1165479,Informa UK Limited,7,International Journal of Environmental Studies,
10.1111/1541-4337.12207,Wiley,9,Comprehensive Reviews in Food Science and Food Safety,
10.1111/cars.12104,Wiley,4,Canadian Review of Sociology/Revue canadienne de sociologie,
10.1016/j.jnutbio.2015.09.011,Elsevier BV,7,The Journal of Nutritional Biochemistry,
10.1016/j.dci.2015.07.016,Elsevier BV,6,Developmental & Comparative Immunology,
10.17269/CJPH.106.4899,Springer Nature,7,Canadian Journal of Public Health,
10.1017/S0261444815000245,Cambridge University Press (CUP),4,Language Teaching,Linguistics and Language;Language and Linguistics
10.1089/eco.2016.0023,Mary Ann Liebert Inc,5,Ecopsychology,
10.1089/eco.2016.0025,Mary Ann Liebert Inc,6,Ecopsychology,
10.1080/23307706.2016.1143787,Informa UK Limited,6,Journal of Control and Decision,
10.4086/toc.2015.v011a016,Theory of Computing Exchange,2,Theory of Computing,
10.1080/07011784.2015.1006024,Informa UK Limited,5,Canadian Water Resources Journal / Revue canadienne des ressources hydriques,
10.1111/cmi.12406,Wiley,6,Cellular Microbiology,
10.1016/j.optom.2014.03.002,Elsevier BV,4,Journal of Optometry,
10.3389/fnhum.2013.00255,Frontiers Media SA,4,Frontiers in Human Neuroscience,
10.2481/dsj.IFPDA-16,"Ubiquity Press, Ltd.",4,Data Science Journal,
10.1080/21551197.2014.927307,Informa UK Limited,6,Journal of Nutrition in Gerontology and Geriatrics,
10.1007/978-3-319-13075-0_14,Springer International Publishing,1,Algorithms and Computation;Lecture Notes in Computer Science,
10.1080/21550085.2013.768381,Informa UK Limited,3,"Ethics, Policy & Environment","Philosophy;Geography, Planning and Development;Management, Monitoring, Policy and Law"
10.1177/0897190012452312,SAGE Publications,3,Journal of Pharmacy Practice,Pharmacology (medical)
10.1039/c4ra02770a,Royal Society of Chemistry (RSC),3,RSC Adv.,
10.1177/1715163514530094,SAGE Publications,4,Canadian Pharmacists Journal / Revue des Pharmaciens du Canada,
10.1503/cmaj.122012,Joule Inc.,3,Canadian Medical Association Journal,General Medicine
10.2528/PIERB13012308,EMW Publishing,3,Progress In Electromagnetics Research B,
10.1080/10920277.2013.821938,Informa UK Limited,13,North American Actuarial Journal,
10.1007/s40870-015-0026-2,Springer Science and Business Media LLC,7,Journal of Dynamic Behavior of Materials,
10.1080/08276331.2015.1117878,Informa UK Limited,8,Journal of Small Business & Entrepreneurship,
10.1145/2768577.2768578,Association for Computing Machinery (ACM),7,ACM Communications in Computer Algebra,
10.1186/s13174-015-0035-3,Springer Nature,6,Journal of Internet Services and Applications,Computer Networks and Communications;Computer Science Applications
10.1179/2045772315Y.0000000041,Informa UK Limited,6,The Journal of Spinal Cord Medicine,
10.7155/jgaa.00396,Journal of Graph Algorithms and Applications,3,Journal of Graph Algorithms and Applications,
10.1109/TITS.2014.2336212,Institute of Electrical and Electronics Engineers (IEEE),1,IEEE Transactions on Intelligent Transportation Systems,
10.2481/dsj.IFPDA-01,"Ubiquity Press, Ltd.",3,Data Science Journal,
10.1177/1468018114539864,SAGE Publications,4,Global Social Policy: An Interdisciplinary Journal of Public Policy and Social Development,
10.1016/bs.coac.2015.10.003,Elsevier,3,"Comprehensive Analytical Chemistry;Monitoring of Air Pollutants - Sampling, Sample Preparation and Analytical Techniques",
10.1109/MCC.2016.107,Institute of Electrical and Electronics Engineers (IEEE),12,IEEE Cloud Computing,
10.1016/j.ijhydene.2014.04.212,Elsevier BV,5,International Journal of Hydrogen Energy,
10.1109/MC.2016.271,Institute of Electrical and Electronics Engineers (IEEE),4,Computer,
10.1016/j.ifacol.2016.07.810,Elsevier BV,3,IFAC-PapersOnLine,
10.3727/154427315X14181438892766,"Cognizant, LLC",3,Tourism in Marine Environments,"Tourism, Leisure and Hospitality Management;Geography, Planning and Development"
10.1038/srep10802,Springer Science and Business Media LLC,7,Scientific Reports,Multidisciplinary
10.1016/j.sbsr.2015.04.007,Elsevier BV,7,Sensing and Bio-Sensing Research,
10.1177/1555343414555159,SAGE Publications,5,Journal of Cognitive Engineering and Decision Making,
10.1016/j.gca.2014.08.009,Elsevier BV,4,Geochimica et Cosmochimica Acta,
10.1090/S0002-9947-2012-05676-5,American Mathematical Society (AMS),3,Transactions of the American Mathematical Society,Applied Mathematics;General Mathematics
10.1090/S0002-9939-2012-11714-9,American Mathematical Society (AMS),1,Proceedings of the American Mathematical Society,Applied Mathematics;General Mathematics
10.1177/0309133313491130,SAGE Publications,5,Progress in Physical Geography: Earth and Environment,
10.1016/j.tej.2013.04.002,Elsevier BV,4,The Electricity Journal,
10.5751/ES-05611-180211,"Resilience Alliance, Inc.",3,Ecology and Society,
10.1504/IJEWM.2013.050517,Inderscience Publishers,7,International Journal of Environment and Waste Management,Environmental Engineering;Waste Management and Disposal
10.1016/j.endm.2013.10.053,Elsevier BV,6,Electronic Notes in Discrete Mathematics,
10.1016/j.endm.2013.07.053,Elsevier BV,5,Electronic Notes in Discrete Mathematics,
10.1002/masy.201300030,Wiley,5,Macromolecular Symposia,
